node,degree,in_degree,out_degree,pagerank,interval_start,interval_end
69,27,15,12,0.01871721069454736,2019-03-23 15:15:00,2019-03-23 15:30:00
70,4,2,2,0.005295455660432744,2019-03-23 15:15:00,2019-03-23 15:30:00
71,4,2,2,0.011379438235186628,2019-03-23 15:15:00,2019-03-23 15:30:00
74,14,5,9,0.006079502515729615,2019-03-23 15:15:00,2019-03-23 15:30:00
75,33,20,13,0.036582107858884404,2019-03-23 15:15:00,2019-03-23 15:30:00
79,5,3,2,0.004010466040401851,2019-03-23 15:15:00,2019-03-23 15:30:00
80,2,1,1,0.011379438235186628,2019-03-23 15:15:00,2019-03-23 15:30:00
84,5,2,3,0.004436371461789528,2019-03-23 15:15:00,2019-03-23 15:30:00
85,2,0,2,0.0017185379070270208,2019-03-23 15:15:00,2019-03-23 15:30:00
86,15,9,6,0.032886846666751374,2019-03-23 15:15:00,2019-03-23 15:30:00
87,6,2,4,0.004769016285703453,2019-03-23 15:15:00,2019-03-23 15:30:00
88,10,6,4,0.01095912484372266,2019-03-23 15:15:00,2019-03-23 15:30:00
89,4,2,2,0.0026831040790073722,2019-03-23 15:15:00,2019-03-23 15:30:00
98,8,5,3,0.007073017932258509,2019-03-23 15:15:00,2019-03-23 15:30:00
103,4,0,4,0.0017185379070270208,2019-03-23 15:15:00,2019-03-23 15:30:00
105,6,3,3,0.00790034827783013,2019-03-23 15:15:00,2019-03-23 15:30:00
108,14,6,8,0.010411782456041876,2019-03-23 15:15:00,2019-03-23 15:30:00
109,12,7,5,0.010745371171796051,2019-03-23 15:15:00,2019-03-23 15:30:00
110,11,8,3,0.018628290857312522,2019-03-23 15:15:00,2019-03-23 15:30:00
111,16,8,8,0.006984976150192201,2019-03-23 15:15:00,2019-03-23 15:30:00
112,2,0,2,0.0017185379070270208,2019-03-23 15:15:00,2019-03-23 15:30:00
113,3,1,2,0.0031050268267436157,2019-03-23 15:15:00,2019-03-23 15:30:00
114,6,3,3,0.0051690369371796075,2019-03-23 15:15:00,2019-03-23 15:30:00
115,4,1,3,0.0024368090753293602,2019-03-23 15:15:00,2019-03-23 15:30:00
117,6,4,2,0.004818636777904317,2019-03-23 15:15:00,2019-03-23 15:30:00
118,24,15,9,0.025596070365803535,2019-03-23 15:15:00,2019-03-23 15:30:00
119,13,6,7,0.0108946380415734,2019-03-23 15:15:00,2019-03-23 15:30:00
121,5,2,3,0.004963947036188705,2019-03-23 15:15:00,2019-03-23 15:30:00
125,13,4,9,0.007604146244790652,2019-03-23 15:15:00,2019-03-23 15:30:00
126,10,6,4,0.011388921482533664,2019-03-23 15:15:00,2019-03-23 15:30:00
132,3,1,2,0.002205473862068454,2019-03-23 15:15:00,2019-03-23 15:30:00
136,47,14,33,0.022254576747367277,2019-03-23 15:15:00,2019-03-23 15:30:00
137,30,18,12,0.034792670901369976,2019-03-23 15:15:00,2019-03-23 15:30:00
139,9,2,7,0.004635013748814441,2019-03-23 15:15:00,2019-03-23 15:30:00
140,10,8,2,0.009403985420614812,2019-03-23 15:15:00,2019-03-23 15:30:00
146,3,2,1,0.0152153555564991,2019-03-23 15:15:00,2019-03-23 15:30:00
150,9,4,5,0.0054369183158561145,2019-03-23 15:15:00,2019-03-23 15:30:00
152,12,6,6,0.024013684731625722,2019-03-23 15:15:00,2019-03-23 15:30:00
153,5,3,2,0.014499752205399763,2019-03-23 15:15:00,2019-03-23 15:30:00
156,9,4,5,0.0038581349101534943,2019-03-23 15:15:00,2019-03-23 15:30:00
157,1,0,1,0.0017185379070270208,2019-03-23 15:15:00,2019-03-23 15:30:00
158,4,0,4,0.0017185379070270208,2019-03-23 15:15:00,2019-03-23 15:30:00
159,1,1,0,0.002083739873308096,2019-03-23 15:15:00,2019-03-23 15:30:00
160,1,1,0,0.0023058008494571147,2019-03-23 15:15:00,2019-03-23 15:30:00
161,5,2,3,0.003966167305293063,2019-03-23 15:15:00,2019-03-23 15:30:00
163,23,18,5,0.04275921036192637,2019-03-23 15:15:00,2019-03-23 15:30:00
167,24,15,9,0.027388209427119607,2019-03-23 15:15:00,2019-03-23 15:30:00
168,14,7,7,0.013361576891550002,2019-03-23 15:15:00,2019-03-23 15:30:00
170,1,0,1,0.0017185379070270208,2019-03-23 15:15:00,2019-03-23 15:30:00
171,6,2,4,0.0028651447158912257,2019-03-23 15:15:00,2019-03-23 15:30:00
172,1,0,1,0.0017185379070270208,2019-03-23 15:15:00,2019-03-23 15:30:00
174,4,2,2,0.006554281710467827,2019-03-23 15:15:00,2019-03-23 15:30:00
176,11,5,6,0.006850701915629049,2019-03-23 15:15:00,2019-03-23 15:30:00
188,7,7,0,0.006825261983265191,2019-03-23 15:15:00,2019-03-23 15:30:00
190,14,5,9,0.008631040598055511,2019-03-23 15:15:00,2019-03-23 15:30:00
194,1,0,1,0.0017185379070270208,2019-03-23 15:15:00,2019-03-23 15:30:00
195,3,0,3,0.0017185379070270208,2019-03-23 15:15:00,2019-03-23 15:30:00
196,14,6,8,0.004741663488070289,2019-03-23 15:15:00,2019-03-23 15:30:00
198,6,3,3,0.0051276434364145715,2019-03-23 15:15:00,2019-03-23 15:30:00
199,1,0,1,0.0017185379070270208,2019-03-23 15:15:00,2019-03-23 15:30:00
200,1,0,1,0.0017185379070270208,2019-03-23 15:15:00,2019-03-23 15:30:00
201,3,1,2,0.0031793457721513204,2019-03-23 15:15:00,2019-03-23 15:30:00
202,28,20,8,0.03287568303825506,2019-03-23 15:15:00,2019-03-23 15:30:00
1,15,6,9,0.00917838289774031,2019-03-23 15:30:00,2019-03-23 15:45:00
2,16,8,8,0.019633496632824394,2019-03-23 15:30:00,2019-03-23 15:45:00
5,13,6,7,0.005045901626562437,2019-03-23 15:30:00,2019-03-23 15:45:00
11,2,0,2,0.0017035519377265195,2019-03-23 15:30:00,2019-03-23 15:45:00
15,21,17,4,0.014650280267628895,2019-03-23 15:30:00,2019-03-23 15:45:00
16,16,12,4,0.010274249360266894,2019-03-23 15:30:00,2019-03-23 15:45:00
18,7,3,4,0.00352950208018322,2019-03-23 15:30:00,2019-03-23 15:45:00
19,4,4,0,0.004467558148114099,2019-03-23 15:30:00,2019-03-23 15:45:00
20,10,10,0,0.021645891695979996,2019-03-23 15:30:00,2019-03-23 15:45:00
23,27,15,12,0.030082457775795185,2019-03-23 15:30:00,2019-03-23 15:45:00
26,8,3,5,0.0036782405832687035,2019-03-23 15:30:00,2019-03-23 15:45:00
27,3,0,3,0.0017035519377265195,2019-03-23 15:30:00,2019-03-23 15:45:00
28,12,7,5,0.01073898518597684,2019-03-23 15:30:00,2019-03-23 15:45:00
35,6,1,5,0.002400479589456748,2019-03-23 15:30:00,2019-03-23 15:45:00
37,1,1,0,0.0029528849585905305,2019-03-23 15:30:00,2019-03-23 15:45:00
40,2,0,2,0.0017035519377265195,2019-03-23 15:30:00,2019-03-23 15:45:00
41,5,1,4,0.0025704963214421405,2019-03-23 15:30:00,2019-03-23 15:45:00
46,10,3,7,0.0034848207652907574,2019-03-23 15:30:00,2019-03-23 15:45:00
50,5,0,5,0.0017035519377265195,2019-03-23 15:30:00,2019-03-23 15:45:00
57,7,4,3,0.004409018809450755,2019-03-23 15:30:00,2019-03-23 15:45:00
58,4,1,3,0.00410124087918744,2019-03-23 15:30:00,2019-03-23 15:45:00
61,4,1,3,0.0023770850126438973,2019-03-23 15:30:00,2019-03-23 15:45:00
62,35,17,18,0.027070011775279675,2019-03-23 15:30:00,2019-03-23 15:45:00
64,8,5,3,0.04648175228996073,2019-03-23 15:30:00,2019-03-23 15:45:00
66,5,0,5,0.0017035519377265195,2019-03-23 15:30:00,2019-03-23 15:45:00
67,15,6,9,0.00959761925526806,2019-03-23 15:30:00,2019-03-23 15:45:00
68,2,0,2,0.0017035519377265195,2019-03-23 15:30:00,2019-03-23 15:45:00
69,19,9,10,0.010002537851507317,2019-03-23 15:30:00,2019-03-23 15:45:00
70,4,2,2,0.00444174466813248,2019-03-23 15:30:00,2019-03-23 15:45:00
71,4,2,2,0.011338132494518574,2019-03-23 15:30:00,2019-03-23 15:45:00
74,10,3,7,0.004162574068051584,2019-03-23 15:30:00,2019-03-23 15:45:00
75,32,19,13,0.0268548985156701,2019-03-23 15:30:00,2019-03-23 15:45:00
79,5,3,2,0.005198605186386285,2019-03-23 15:30:00,2019-03-23 15:45:00
80,2,1,1,0.011338132494518574,2019-03-23 15:30:00,2019-03-23 15:45:00
84,7,4,3,0.008993053151509655,2019-03-23 15:30:00,2019-03-23 15:45:00
85,1,0,1,0.0017035519377265195,2019-03-23 15:30:00,2019-03-23 15:45:00
86,18,11,7,0.020923921168545773,2019-03-23 15:30:00,2019-03-23 15:45:00
87,6,2,4,0.006070646024339415,2019-03-23 15:30:00,2019-03-23 15:45:00
88,11,5,6,0.007208663764645782,2019-03-23 15:30:00,2019-03-23 15:45:00
89,3,2,1,0.005876493606250541,2019-03-23 15:30:00,2019-03-23 15:45:00
98,3,2,1,0.003437440705157762,2019-03-23 15:30:00,2019-03-23 15:45:00
100,6,3,3,0.011338132494518574,2019-03-23 15:30:00,2019-03-23 15:45:00
103,2,2,0,0.004256624191844051,2019-03-23 15:30:00,2019-03-23 15:45:00
105,8,4,4,0.007755950078772951,2019-03-23 15:30:00,2019-03-23 15:45:00
107,3,3,0,0.005289716999125281,2019-03-23 15:30:00,2019-03-23 15:45:00
108,19,11,8,0.019905346323643623,2019-03-23 15:30:00,2019-03-23 15:45:00
109,13,8,5,0.014101740332960262,2019-03-23 15:30:00,2019-03-23 15:45:00
110,16,8,8,0.015495033182014374,2019-03-23 15:30:00,2019-03-23 15:45:00
111,19,7,12,0.007208289937481136,2019-03-23 15:30:00,2019-03-23 15:45:00
112,4,0,4,0.0017035519377265195,2019-03-23 15:30:00,2019-03-23 15:45:00
113,4,1,3,0.0028657205639570265,2019-03-23 15:30:00,2019-03-23 15:45:00
114,4,2,2,0.0026209485415930878,2019-03-23 15:30:00,2019-03-23 15:45:00
115,5,2,3,0.004260593048817823,2019-03-23 15:30:00,2019-03-23 15:45:00
117,5,4,1,0.004235252816116629,2019-03-23 15:30:00,2019-03-23 15:45:00
118,19,13,6,0.017702682344604606,2019-03-23 15:30:00,2019-03-23 15:45:00
119,14,5,9,0.007378504963847408,2019-03-23 15:30:00,2019-03-23 15:45:00
121,6,3,3,0.0026809992930446024,2019-03-23 15:30:00,2019-03-23 15:45:00
125,14,6,8,0.008244531894465291,2019-03-23 15:30:00,2019-03-23 15:45:00
126,8,4,4,0.0059458826240436505,2019-03-23 15:30:00,2019-03-23 15:45:00
132,2,1,1,0.001993165910767752,2019-03-23 15:30:00,2019-03-23 15:45:00
136,40,14,26,0.014205156289550833,2019-03-23 15:30:00,2019-03-23 15:45:00
137,33,11,22,0.010526594918605617,2019-03-23 15:30:00,2019-03-23 15:45:00
139,7,2,5,0.0031480949552188386,2019-03-23 15:30:00,2019-03-23 15:45:00
140,12,8,4,0.00656311943923322,2019-03-23 15:30:00,2019-03-23 15:45:00
146,3,2,1,0.014149134998482946,2019-03-23 15:30:00,2019-03-23 15:45:00
150,10,4,6,0.004016100657918241,2019-03-23 15:30:00,2019-03-23 15:45:00
152,11,8,3,0.027578385821562433,2019-03-23 15:30:00,2019-03-23 15:45:00
153,4,2,2,0.011338132494518574,2019-03-23 15:30:00,2019-03-23 15:45:00
156,12,4,8,0.003239778466973128,2019-03-23 15:30:00,2019-03-23 15:45:00
157,1,0,1,0.0017035519377265195,2019-03-23 15:30:00,2019-03-23 15:45:00
158,8,2,6,0.0029542056506656226,2019-03-23 15:30:00,2019-03-23 15:45:00
159,3,3,0,0.0032600396796971633,2019-03-23 15:30:00,2019-03-23 15:45:00
160,3,2,1,0.014149134998482946,2019-03-23 15:30:00,2019-03-23 15:45:00
161,5,2,3,0.003931520887406654,2019-03-23 15:30:00,2019-03-23 15:45:00
163,27,22,5,0.0349841655756366,2019-03-23 15:30:00,2019-03-23 15:45:00
167,22,13,9,0.018729561696901424,2019-03-23 15:30:00,2019-03-23 15:45:00
168,16,4,12,0.00459912314378493,2019-03-23 15:30:00,2019-03-23 15:45:00
169,2,1,1,0.011338132494518574,2019-03-23 15:30:00,2019-03-23 15:45:00
170,4,2,2,0.004375125173001097,2019-03-23 15:30:00,2019-03-23 15:45:00
171,6,0,6,0.0017035519377265195,2019-03-23 15:30:00,2019-03-23 15:45:00
172,1,0,1,0.0017035519377265195,2019-03-23 15:30:00,2019-03-23 15:45:00
174,6,3,3,0.00937721729245614,2019-03-23 15:30:00,2019-03-23 15:45:00
176,11,5,6,0.006883008835326634,2019-03-23 15:30:00,2019-03-23 15:45:00
188,6,5,1,0.004436889363660211,2019-03-23 15:30:00,2019-03-23 15:45:00
190,14,5,9,0.006496123221209399,2019-03-23 15:30:00,2019-03-23 15:45:00
194,1,0,1,0.0017035519377265195,2019-03-23 15:30:00,2019-03-23 15:45:00
195,6,5,1,0.0036069455073557267,2019-03-23 15:30:00,2019-03-23 15:45:00
196,18,8,10,0.0053243738326255235,2019-03-23 15:30:00,2019-03-23 15:45:00
198,4,3,1,0.018859221021052343,2019-03-23 15:30:00,2019-03-23 15:45:00
200,1,0,1,0.0017035519377265195,2019-03-23 15:30:00,2019-03-23 15:45:00
201,3,1,2,0.0031516218029326807,2019-03-23 15:30:00,2019-03-23 15:45:00
202,29,20,9,0.026635232475916315,2019-03-23 15:30:00,2019-03-23 15:45:00
1,18,8,10,0.009599362898115004,2019-03-23 15:45:00,2019-03-23 16:00:00
2,17,9,8,0.01913628542489717,2019-03-23 15:45:00,2019-03-23 16:00:00
5,14,6,8,0.00424713131016617,2019-03-23 15:45:00,2019-03-23 16:00:00
10,2,2,0,0.0024837287513718334,2019-03-23 15:45:00,2019-03-23 16:00:00
15,23,16,7,0.020484664263218287,2019-03-23 15:45:00,2019-03-23 16:00:00
16,19,9,10,0.00963837762921083,2019-03-23 15:45:00,2019-03-23 16:00:00
18,8,4,4,0.004325569769796124,2019-03-23 15:45:00,2019-03-23 16:00:00
19,7,7,0,0.005427715754929599,2019-03-23 15:45:00,2019-03-23 16:00:00
20,10,8,2,0.012016172561308755,2019-03-23 15:45:00,2019-03-23 16:00:00
23,28,14,14,0.018166618344781477,2019-03-23 15:45:00,2019-03-23 16:00:00
26,7,3,4,0.004890528337273955,2019-03-23 15:45:00,2019-03-23 16:00:00
27,3,0,3,0.0015079032615028369,2019-03-23 15:45:00,2019-03-23 16:00:00
28,13,8,5,0.006625738645704256,2019-03-23 15:45:00,2019-03-23 16:00:00
35,8,3,5,0.003913193440708763,2019-03-23 15:45:00,2019-03-23 16:00:00
37,2,1,1,0.002041618754620303,2019-03-23 15:45:00,2019-03-23 16:00:00
40,3,1,2,0.0030677295968345574,2019-03-23 15:45:00,2019-03-23 16:00:00
41,3,0,3,0.0015079032615028369,2019-03-23 15:45:00,2019-03-23 16:00:00
46,11,4,7,0.005895434220386845,2019-03-23 15:45:00,2019-03-23 16:00:00
50,6,0,6,0.0015079032615028369,2019-03-23 15:45:00,2019-03-23 16:00:00
57,10,4,6,0.0037671237159388905,2019-03-23 15:45:00,2019-03-23 16:00:00
58,4,1,3,0.0022262309076492193,2019-03-23 15:45:00,2019-03-23 16:00:00
61,6,1,5,0.0018167551447223229,2019-03-23 15:45:00,2019-03-23 16:00:00
62,33,12,21,0.017237043524945296,2019-03-23 15:45:00,2019-03-23 16:00:00
64,7,4,3,0.06616723174021505,2019-03-23 15:45:00,2019-03-23 16:00:00
66,5,0,5,0.0015079032615028369,2019-03-23 15:45:00,2019-03-23 16:00:00
67,18,8,10,0.009656491911569627,2019-03-23 15:45:00,2019-03-23 16:00:00
68,4,3,1,0.0049136552328875715,2019-03-23 15:45:00,2019-03-23 16:00:00
69,21,13,8,0.011288258548519267,2019-03-23 15:45:00,2019-03-23 16:00:00
70,2,0,2,0.0015079032615028369,2019-03-23 15:45:00,2019-03-23 16:00:00
71,4,2,2,0.01005087304134353,2019-03-23 15:45:00,2019-03-23 16:00:00
74,8,4,4,0.004563129019905895,2019-03-23 15:45:00,2019-03-23 16:00:00
75,35,21,14,0.02283102958371963,2019-03-23 15:45:00,2019-03-23 16:00:00
79,2,1,1,0.0023239570218537686,2019-03-23 15:45:00,2019-03-23 16:00:00
80,2,1,1,0.01005087304134353,2019-03-23 15:45:00,2019-03-23 16:00:00
84,5,4,1,0.039305158146844085,2019-03-23 15:45:00,2019-03-23 16:00:00
85,1,0,1,0.0015079032615028369,2019-03-23 15:45:00,2019-03-23 16:00:00
86,23,11,12,0.010140139103535832,2019-03-23 15:45:00,2019-03-23 16:00:00
87,7,2,5,0.0029398275905081583,2019-03-23 15:45:00,2019-03-23 16:00:00
88,11,5,6,0.011433621886427563,2019-03-23 15:45:00,2019-03-23 16:00:00
89,5,4,1,0.007572974522699127,2019-03-23 15:45:00,2019-03-23 16:00:00
98,3,2,1,0.0031400107822047003,2019-03-23 15:45:00,2019-03-23 16:00:00
100,6,3,3,0.01005087304134353,2019-03-23 15:45:00,2019-03-23 16:00:00
103,3,3,0,0.004315866348899198,2019-03-23 15:45:00,2019-03-23 16:00:00
105,8,4,4,0.006801391942383966,2019-03-23 15:45:00,2019-03-23 16:00:00
107,9,7,2,0.036359329192117054,2019-03-23 15:45:00,2019-03-23 16:00:00
108,19,14,5,0.027741388439098746,2019-03-23 15:45:00,2019-03-23 16:00:00
109,23,12,11,0.012922037004820728,2019-03-23 15:45:00,2019-03-23 16:00:00
110,13,5,8,0.014677866994959888,2019-03-23 15:45:00,2019-03-23 16:00:00
111,13,4,9,0.002423434642700467,2019-03-23 15:45:00,2019-03-23 16:00:00
112,3,2,1,0.00344283666368418,2019-03-23 15:45:00,2019-03-23 16:00:00
113,3,0,3,0.0015079032615028369,2019-03-23 15:45:00,2019-03-23 16:00:00
114,3,2,1,0.0019637913287332805,2019-03-23 15:45:00,2019-03-23 16:00:00
115,5,2,3,0.0029035512062728554,2019-03-23 15:45:00,2019-03-23 16:00:00
117,6,1,5,0.0017349084834338729,2019-03-23 15:45:00,2019-03-23 16:00:00
118,22,18,4,0.023384372476031118,2019-03-23 15:45:00,2019-03-23 16:00:00
119,12,2,10,0.002311702250097299,2019-03-23 15:45:00,2019-03-23 16:00:00
121,6,3,3,0.0025530814277303993,2019-03-23 15:45:00,2019-03-23 16:00:00
125,19,10,9,0.010242543071042701,2019-03-23 15:45:00,2019-03-23 16:00:00
126,7,6,1,0.006227255502574815,2019-03-23 15:45:00,2019-03-23 16:00:00
132,2,1,1,0.0017215251944666101,2019-03-23 15:45:00,2019-03-23 16:00:00
136,50,17,33,0.014448362163814043,2019-03-23 15:45:00,2019-03-23 16:00:00
137,27,9,18,0.004806740788694919,2019-03-23 15:45:00,2019-03-23 16:00:00
139,8,2,6,0.003644401797251916,2019-03-23 15:45:00,2019-03-23 16:00:00
140,15,9,6,0.007977318494547853,2019-03-23 15:45:00,2019-03-23 16:00:00
146,2,1,1,0.01005087304134353,2019-03-23 15:45:00,2019-03-23 16:00:00
150,13,4,9,0.004255102755747609,2019-03-23 15:45:00,2019-03-23 16:00:00
152,9,7,2,0.01645862361209985,2019-03-23 15:45:00,2019-03-23 16:00:00
153,4,2,2,0.01005087304134353,2019-03-23 15:45:00,2019-03-23 16:00:00
156,12,4,8,0.0026701350311031775,2019-03-23 15:45:00,2019-03-23 16:00:00
157,1,0,1,0.0015079032615028369,2019-03-23 15:45:00,2019-03-23 16:00:00
158,6,2,4,0.0035865770749836925,2019-03-23 15:45:00,2019-03-23 16:00:00
159,3,2,1,0.015124383347368243,2019-03-23 15:45:00,2019-03-23 16:00:00
160,3,2,1,0.014811652486544251,2019-03-23 15:45:00,2019-03-23 16:00:00
161,5,2,3,0.0034798508615148235,2019-03-23 15:45:00,2019-03-23 16:00:00
163,26,22,4,0.022317883273224686,2019-03-23 15:45:00,2019-03-23 16:00:00
167,33,19,14,0.018186682131796573,2019-03-23 15:45:00,2019-03-23 16:00:00
168,22,6,16,0.0065568559752761085,2019-03-23 15:45:00,2019-03-23 16:00:00
169,2,1,1,0.01005087304134353,2019-03-23 15:45:00,2019-03-23 16:00:00
170,3,2,1,0.012898529634623762,2019-03-23 15:45:00,2019-03-23 16:00:00
171,7,1,6,0.002205727233887846,2019-03-23 15:45:00,2019-03-23 16:00:00
172,2,1,1,0.002475369962593508,2019-03-23 15:45:00,2019-03-23 16:00:00
174,5,3,2,0.01991391188212984,2019-03-23 15:45:00,2019-03-23 16:00:00
176,10,4,6,0.0034798508615148235,2019-03-23 15:45:00,2019-03-23 16:00:00
188,17,11,6,0.012589223547346937,2019-03-23 15:45:00,2019-03-23 16:00:00
189,2,2,0,0.0031400107822047003,2019-03-23 15:45:00,2019-03-23 16:00:00
190,13,5,8,0.006346899296426806,2019-03-23 15:45:00,2019-03-23 16:00:00
194,2,2,0,0.0029445585537956017,2019-03-23 15:45:00,2019-03-23 16:00:00
195,10,6,4,0.004155168034554015,2019-03-23 15:45:00,2019-03-23 16:00:00
196,12,5,7,0.0038384089512526333,2019-03-23 15:45:00,2019-03-23 16:00:00
198,2,1,1,0.01005087304134353,2019-03-23 15:45:00,2019-03-23 16:00:00
200,1,0,1,0.0015079032615028369,2019-03-23 15:45:00,2019-03-23 16:00:00
201,3,1,2,0.002789634859285477,2019-03-23 15:45:00,2019-03-23 16:00:00
202,28,19,9,0.017076340418651782,2019-03-23 15:45:00,2019-03-23 16:00:00
1,7,4,3,0.004632393766478765,2019-03-23 16:00:00,2019-03-23 16:15:00
2,19,11,8,0.012812649723561184,2019-03-23 16:00:00,2019-03-23 16:15:00
5,16,8,8,0.006195468647338482,2019-03-23 16:00:00,2019-03-23 16:15:00
10,3,3,0,0.0034928276952481737,2019-03-23 16:00:00,2019-03-23 16:15:00
15,13,8,5,0.014392677485963764,2019-03-23 16:00:00,2019-03-23 16:15:00
16,20,5,15,0.005135866306184536,2019-03-23 16:00:00,2019-03-23 16:15:00
18,16,10,6,0.014670974279090749,2019-03-23 16:00:00,2019-03-23 16:15:00
19,6,6,0,0.008619177728399034,2019-03-23 16:00:00,2019-03-23 16:15:00
20,10,8,2,0.009078079971387527,2019-03-23 16:00:00,2019-03-23 16:15:00
22,2,2,0,0.00237325491902903,2019-03-23 16:00:00,2019-03-23 16:15:00
23,23,9,14,0.00636310645737389,2019-03-23 16:00:00,2019-03-23 16:15:00
26,5,3,2,0.019877352950246882,2019-03-23 16:00:00,2019-03-23 16:15:00
27,1,0,1,0.0016835675618591312,2019-03-23 16:00:00,2019-03-23 16:15:00
28,14,7,7,0.0049749537044908405,2019-03-23 16:00:00,2019-03-23 16:15:00
30,2,1,1,0.011212790157046813,2019-03-23 16:00:00,2019-03-23 16:15:00
35,7,2,5,0.0030160196326385136,2019-03-23 16:00:00,2019-03-23 16:15:00
37,3,2,1,0.0051892218701071555,2019-03-23 16:00:00,2019-03-23 16:15:00
40,8,3,5,0.005418603555112343,2019-03-23 16:00:00,2019-03-23 16:15:00
41,5,1,4,0.002137886950564699,2019-03-23 16:00:00,2019-03-23 16:15:00
46,9,5,4,0.0043630465749937486,2019-03-23 16:00:00,2019-03-23 16:15:00
50,5,0,5,0.0016835675618591312,2019-03-23 16:00:00,2019-03-23 16:15:00
57,6,2,4,0.003326341595134706,2019-03-23 16:00:00,2019-03-23 16:15:00
58,3,1,2,0.0023188798751035875,2019-03-23 16:00:00,2019-03-23 16:15:00
61,8,1,7,0.0019162661776547228,2019-03-23 16:00:00,2019-03-23 16:15:00
62,28,9,19,0.012321437489744059,2019-03-23 16:00:00,2019-03-23 16:15:00
64,12,7,5,0.017112991808984634,2019-03-23 16:00:00,2019-03-23 16:15:00
66,5,1,4,0.002344882867392389,2019-03-23 16:00:00,2019-03-23 16:15:00
67,19,10,9,0.019448117816043203,2019-03-23 16:00:00,2019-03-23 16:15:00
68,7,6,1,0.0069116269509665994,2019-03-23 16:00:00,2019-03-23 16:15:00
69,27,15,12,0.018439444954558,2019-03-23 16:00:00,2019-03-23 16:15:00
70,6,3,3,0.00599512189982292,2019-03-23 16:00:00,2019-03-23 16:15:00
71,4,2,2,0.011212790157046813,2019-03-23 16:00:00,2019-03-23 16:15:00
74,11,5,6,0.008299498224714262,2019-03-23 16:00:00,2019-03-23 16:15:00
75,26,14,12,0.026440459528676116,2019-03-23 16:00:00,2019-03-23 16:15:00
79,1,0,1,0.0016835675618591312,2019-03-23 16:00:00,2019-03-23 16:15:00
80,2,1,1,0.011212790157046813,2019-03-23 16:00:00,2019-03-23 16:15:00
84,3,2,1,0.01597740145464065,2019-03-23 16:00:00,2019-03-23 16:15:00
85,2,1,1,0.005394755594740562,2019-03-23 16:00:00,2019-03-23 16:15:00
86,17,7,10,0.0074729755459675175,2019-03-23 16:00:00,2019-03-23 16:15:00
87,10,3,7,0.004027067772840053,2019-03-23 16:00:00,2019-03-23 16:15:00
88,11,5,6,0.006751689990872341,2019-03-23 16:00:00,2019-03-23 16:15:00
89,7,4,3,0.005729409560669595,2019-03-23 16:00:00,2019-03-23 16:15:00
98,3,1,2,0.00292804206133812,2019-03-23 16:00:00,2019-03-23 16:15:00
100,6,3,3,0.011212790157046813,2019-03-23 16:00:00,2019-03-23 16:15:00
103,3,3,0,0.00805974674905625,2019-03-23 16:00:00,2019-03-23 16:15:00
105,8,4,4,0.00620714617106952,2019-03-23 16:00:00,2019-03-23 16:15:00
107,8,6,2,0.0314952595009023,2019-03-23 16:00:00,2019-03-23 16:15:00
108,19,11,8,0.016494037808210828,2019-03-23 16:00:00,2019-03-23 16:15:00
109,22,9,13,0.01011135055267193,2019-03-23 16:00:00,2019-03-23 16:15:00
110,11,6,5,0.013671683788229267,2019-03-23 16:00:00,2019-03-23 16:15:00
111,14,6,8,0.008576758555148764,2019-03-23 16:00:00,2019-03-23 16:15:00
112,4,3,1,0.003785798936508087,2019-03-23 16:00:00,2019-03-23 16:15:00
113,2,1,1,0.002604882803147265,2019-03-23 16:00:00,2019-03-23 16:15:00
114,8,6,2,0.004740213836509149,2019-03-23 16:00:00,2019-03-23 16:15:00
115,3,2,1,0.002786184436510483,2019-03-23 16:00:00,2019-03-23 16:15:00
117,4,0,4,0.0016835675618591312,2019-03-23 16:00:00,2019-03-23 16:15:00
118,24,20,4,0.017461094087834736,2019-03-23 16:00:00,2019-03-23 16:15:00
119,9,2,7,0.002092449566179146,2019-03-23 16:00:00,2019-03-23 16:15:00
121,8,3,5,0.002710985988004827,2019-03-23 16:00:00,2019-03-23 16:15:00
125,14,7,7,0.006167982211602204,2019-03-23 16:00:00,2019-03-23 16:15:00
126,11,7,4,0.007851600972413417,2019-03-23 16:00:00,2019-03-23 16:15:00
132,1,0,1,0.0016835675618591312,2019-03-23 16:00:00,2019-03-23 16:15:00
134,2,2,0,0.0025741802315121434,2019-03-23 16:00:00,2019-03-23 16:15:00
136,43,13,30,0.0156952253622441,2019-03-23 16:00:00,2019-03-23 16:15:00
137,23,9,14,0.008088777824477917,2019-03-23 16:00:00,2019-03-23 16:15:00
139,5,2,3,0.003684208463219059,2019-03-23 16:00:00,2019-03-23 16:15:00
140,17,10,7,0.008878252224971983,2019-03-23 16:00:00,2019-03-23 16:15:00
146,2,1,1,0.011212790157046813,2019-03-23 16:00:00,2019-03-23 16:15:00
150,7,0,7,0.0016835675618591312,2019-03-23 16:00:00,2019-03-23 16:15:00
152,11,8,3,0.014167170225431947,2019-03-23 16:00:00,2019-03-23 16:15:00
153,5,3,2,0.014870191870178257,2019-03-23 16:00:00,2019-03-23 16:15:00
156,9,7,2,0.014385883966634367,2019-03-23 16:00:00,2019-03-23 16:15:00
157,2,0,2,0.0016835675618591312,2019-03-23 16:00:00,2019-03-23 16:15:00
158,6,1,5,0.0020284112404440804,2019-03-23 16:00:00,2019-03-23 16:15:00
